index,home_team,away_team,proper_date,home_team_rank,home_days_rest,home_team_avg_pts_scored,home_team_avg_pts_scored_opp,home_team_win_pct,home_team_win_pct_last10,home_is_top_players,away_team_rank,away_days_rest,away_team_avg_pts_scored,away_team_avg_pts_scored_opp,away_team_win_pct,away_team_win_pct_last10,away_is_top_players,home_team_predicted_win_pct,away_team_predicted_win_pct
3,Toronto Raptors,Houston Rockets,2022-04-08,11,0,109.5,107,0.588,0.8,2,30,2,109.6,118.1,0.25,0.3,1,0.822,0.178
5,Miami Heat,Atlanta Hawks,2022-04-08,3,2,110,105.3,0.65,0.6,2,16,1,113.8,112.4,0.525,0.7,1,0.828,0.172
4,Chicago Bulls,Charlotte Hornets,2022-04-08,13,1,111.4,111.6,0.563,0.4,1,17,0,115,115,0.513,0.6,2,0.552,0.448
8,Los Angeles Lakers,Oklahoma City Thunder,2022-04-08,23,0,111.6,115,0.388,0.1,0,27,1,104,111.4,0.3,0.4,0,0.62,0.38
2,Brooklyn Nets,Cleveland Cavaliers,2022-04-08,15,1,112.6,112,0.525,0.6,2,14,2,107.5,105.4,0.538,0.3,1,0.592,0.408
7,Utah Jazz,Phoenix Suns,2022-04-08,9,1,113.8,107.9,0.6,0.4,2,1,1,115,107.3,0.788,0.7,1,0.536,0.464
3,Los Angeles Clippers,Sacramento Kings,2022-04-09,18,2,107.9,108.8,0.5,0.4,2,24,3,110.4,115.8,0.363,0.4,1,0.691,0.309
0,Philadelphia 76ers,Indiana Pacers,2022-04-09,8,1,109.6,107.2,0.613,0.6,2,26,3,111.2,114.5,0.313,0.2,1,0.81,0.19
1,San Antonio Spurs,Golden State Warriors,2022-04-09,22,1,113.3,113,0.425,0.7,0,4,1,110.9,105.6,0.638,0.4,1,0.246,0.754
2,Memphis Grizzlies,New Orleans Pelicans,2022-04-09,2,1,115.4,109.5,0.688,0.7,1,19,1,109.3,109.7,0.45,0.7,1,0.807,0.193
4,Orlando Magic,Miami Heat,2022-04-10,29,2,104,112.2,0.259,0.3,0,3,1,110,105.3,0.654,0.6,1,0.147,0.853
6,New York Knicks,Toronto Raptors,2022-04-10,19,1,106.5,106.8,0.444,0.6,0,9,1,109.6,107.1,0.593,0.8,2,0.251,0.749
9,Portland Trail Blazers,Utah Jazz,2022-04-10,25,1,106.6,115.2,0.333,0,0,10,1,113.6,107.9,0.593,0.3,2,0.164,0.836
3,Cleveland Cavaliers,Milwaukee Bucks,2022-04-10,14,1,107.5,105.6,0.531,0.2,1,5,1,115.5,111.9,0.63,0.7,0,0.525,0.475
14,Dallas Mavericks,San Antonio Spurs,2022-04-10,6,1,107.8,104.5,0.63,0.8,2,22,0,113.1,112.8,0.42,0.7,0,0.901,0.099
12,Los Angeles Clippers,Oklahoma City Thunder,2022-04-10,18,0,108,108.6,0.506,0.5,2,27,1,103.9,111.5,0.296,0.4,0,0.806,0.194
10,New Orleans Pelicans,Golden State Warriors,2022-04-10,20,0,109.3,110.1,0.444,0.6,1,4,0,110.8,105.4,0.642,0.5,1,0.313,0.687
0,Houston Rockets,Atlanta Hawks,2022-04-10,30,1,109.7,118,0.247,0.3,0,17,1,113.7,112.4,0.519,0.7,1,0.273,0.727
7,Philadelphia 76ers,Detroit Pistons,2022-04-10,7,0,109.8,107.3,0.617,0.6,2,28,1,104.8,112.5,0.284,0.4,0,0.898,0.102
11,Denver Nuggets,Los Angeles Lakers,2022-04-10,11,2,112.4,110,0.593,0.6,2,23,1,111.7,114.8,0.395,0.2,0,0.878,0.122
2,Brooklyn Nets,Indiana Pacers,2022-04-10,15,1,112.6,112,0.531,0.6,2,26,0,111.3,114.7,0.309,0.1,1,0.816,0.184
13,Phoenix Suns,Sacramento Kings,2022-04-10,1,1,114.9,107.2,0.79,0.7,2,24,0,110.2,115.9,0.358,0.4,1,0.91,0.09
1,Charlotte Hornets,Washington Wizards,2022-04-10,16,1,115.2,115,0.519,0.6,2,21,1,108.6,111.9,0.432,0.5,0,0.791,0.209
5,Memphis Grizzlies,Boston Celtics,2022-04-10,2,0,115.7,109.6,0.691,0.8,1,8,2,111.4,104.4,0.617,0.7,1,0.6,0.4
8,Minnesota Timberwolves,Chicago Bulls,2022-04-10,12,2,115.9,113.2,0.568,0.5,1,13,1,111.5,111.9,0.556,0.3,0,0.721,0.279
4,Orlando Magic,Miami Heat,2022-04-10,29,2,104,112.2,0.259,0.3,0,3,1,110,105.3,0.654,0.6,1,0.147,0.853
6,New York Knicks,Toronto Raptors,2022-04-10,19,1,106.5,106.8,0.444,0.6,0,9,1,109.6,107.1,0.593,0.8,2,0.251,0.749
9,Portland Trail Blazers,Utah Jazz,2022-04-10,25,1,106.6,115.2,0.333,0,0,10,1,113.6,107.9,0.593,0.3,2,0.164,0.836
3,Cleveland Cavaliers,Milwaukee Bucks,2022-04-10,14,1,107.5,105.6,0.531,0.2,1,5,1,115.5,111.9,0.63,0.7,0,0.525,0.475
14,Dallas Mavericks,San Antonio Spurs,2022-04-10,6,1,107.8,104.5,0.63,0.8,2,22,0,113.1,112.8,0.42,0.7,0,0.901,0.099
12,Los Angeles Clippers,Oklahoma City Thunder,2022-04-10,18,0,108,108.6,0.506,0.5,2,27,1,103.9,111.5,0.296,0.4,0,0.806,0.194
10,New Orleans Pelicans,Golden State Warriors,2022-04-10,20,0,109.3,110.1,0.444,0.6,1,4,0,110.8,105.4,0.642,0.5,1,0.313,0.687
0,Houston Rockets,Atlanta Hawks,2022-04-10,30,1,109.7,118,0.247,0.3,0,17,1,113.7,112.4,0.519,0.7,1,0.273,0.727
7,Philadelphia 76ers,Detroit Pistons,2022-04-10,7,0,109.8,107.3,0.617,0.6,2,28,1,104.8,112.5,0.284,0.4,0,0.898,0.102
11,Denver Nuggets,Los Angeles Lakers,2022-04-10,11,2,112.4,110,0.593,0.6,2,23,1,111.7,114.8,0.395,0.2,0,0.878,0.122
2,Brooklyn Nets,Indiana Pacers,2022-04-10,15,1,112.6,112,0.531,0.6,2,26,0,111.3,114.7,0.309,0.1,1,0.816,0.184
13,Phoenix Suns,Sacramento Kings,2022-04-10,1,1,114.9,107.2,0.79,0.7,2,24,0,110.2,115.9,0.358,0.4,1,0.91,0.09
1,Charlotte Hornets,Washington Wizards,2022-04-10,16,1,115.2,115,0.519,0.6,2,21,1,108.6,111.9,0.432,0.5,0,0.791,0.209
5,Memphis Grizzlies,Boston Celtics,2022-04-10,2,0,115.7,109.6,0.691,0.8,1,8,2,111.4,104.4,0.617,0.7,1,0.6,0.4
8,Minnesota Timberwolves,Chicago Bulls,2022-04-10,12,2,115.9,113.2,0.568,0.5,1,13,1,111.5,111.9,0.556,0.3,0,0.721,0.279
1,New Orleans Pelicans,San Antonio Spurs,2022-04-13,20,2,109.3,110.3,0.439,0.6,1,22,2,113.2,113,0.415,0.6,2,0.514,0.486
0,Atlanta Hawks,Charlotte Hornets,2022-04-13,16,2,113.9,112.4,0.524,0.7,1,17,2,115.3,114.9,0.524,0.6,2,0.499,0.501
0,Cleveland Cavaliers,Atlanta Hawks,2022-04-15,15,2,107.8,105.8,0.537,0.3,2,17,1,114.2,112.3,0.524,0.7,1,0.72,0.28
1,Los Angeles Clippers,New Orleans Pelicans,2022-04-15,18,2,108.4,108.4,0.512,0.6,2,20,1,109.3,110.2,0.439,0.6,2,0.618,0.382
0,Dallas Mavericks,Utah Jazz,2022-04-16,5,5,108,104.7,0.634,0.8,2,9,5,113.6,107.6,0.598,0.4,2,0.599,0.401
2,Philadelphia 76ers,Toronto Raptors,2022-04-16,6,5,109.9,107.3,0.622,0.6,2,10,5,109.4,107.1,0.585,0.8,2,0.589,0.411
3,Golden State Warriors,Denver Nuggets,2022-04-16,4,5,111,105.5,0.646,0.6,1,11,5,112.7,110.4,0.585,0.6,2,0.59,0.41
1,Memphis Grizzlies,Minnesota Timberwolves,2022-04-16,2,5,115.6,109.9,0.683,0.7,2,12,3,115.9,113.2,0.561,0.4,2,0.759,0.241
0,Miami Heat,Atlanta Hawks,2022-04-17,4,6,110,105.5,0.646,0.6,2,17,1,114.1,112.1,0.524,0.7,2,0.86,0.14
1,Boston Celtics,Brooklyn Nets,2022-04-17,6,6,111.8,104.5,0.622,0.7,2,14,4,112.9,112.1,0.537,0.6,2,0.759,0.241
3,Phoenix Suns,New Orleans Pelicans,2022-04-17,1,6,114.8,107.3,0.78,0.6,2,20,1,109.3,110.1,0.439,0.6,2,0.908,0.092
2,Milwaukee Bucks,Chicago Bulls,2022-04-17,7,6,115.5,112.1,0.622,0.6,2,12,6,111.6,112,0.561,0.4,2,0.617,0.383
1,Dallas Mavericks,Utah Jazz,2022-04-18,5,1,107.8,104.7,0.634,0.8,2,9,1,113.4,107.4,0.598,0.4,2,0.589,0.411
0,Philadelphia 76ers,Toronto Raptors,2022-04-18,7,1,110.2,107.4,0.622,0.6,2,11,1,109.4,107.4,0.585,0.8,2,0.588,0.412
2,Golden State Warriors,Denver Nuggets,2022-04-18,3,1,111.1,105.5,0.646,0.6,2,10,1,112.7,110.6,0.585,0.6,2,0.645,0.355
0,Miami Heat,Atlanta Hawks,2022-04-19,3,1,110.1,105.4,0.646,0.6,2,17,1,113.8,112.2,0.524,0.7,2,0.744,0.256
2,Phoenix Suns,New Orleans Pelicans,2022-04-19,1,1,114.8,107.2,0.78,0.6,2,20,1,109.2,110.1,0.439,0.6,2,0.817,0.183
1,Memphis Grizzlies,Minnesota Timberwolves,2022-04-19,2,2,115.6,110.2,0.683,0.7,2,13,2,116,113.2,0.561,0.4,2,0.707,0.293
1,Toronto Raptors,Philadelphia 76ers,2022-04-20,10,1,109.3,107.4,0.585,0.8,2,6,1,110.2,107.3,0.622,0.6,2,0.453,0.547
0,Boston Celtics,Brooklyn Nets,2022-04-20,7,2,111.8,104.6,0.622,0.7,2,14,2,112.9,112.1,0.537,0.6,2,0.681,0.319
2,Milwaukee Bucks,Chicago Bulls,2022-04-20,8,2,115.2,111.8,0.622,0.6,2,12,2,111.3,111.8,0.561,0.4,2,0.597,0.403
2,Denver Nuggets,Golden State Warriors,2022-04-21,11,2,112.6,110.8,0.585,0.6,2,4,2,111.3,105.5,0.646,0.6,2,0.415,0.585
1,Utah Jazz,Dallas Mavericks,2022-04-21,9,2,113.3,107.4,0.598,0.4,2,5,2,107.9,104.6,0.634,0.8,2,0.496,0.504
0,Minnesota Timberwolves,Memphis Grizzlies,2022-04-21,13,1,115.8,113.4,0.561,0.4,2,2,1,115.7,110,0.683,0.7,2,0.361,0.639
2,New Orleans Pelicans,Phoenix Suns,2022-04-22,20,2,109.3,110.1,0.439,0.6,2,1,2,114.8,107.4,0.78,0.6,1,0.335,0.665
1,Chicago Bulls,Milwaukee Bucks,2022-04-22,12,1,111.3,111.8,0.561,0.4,2,8,1,115.2,111.8,0.622,0.6,1,0.546,0.454
0,Atlanta Hawks,Miami Heat,2022-04-22,17,2,113.7,112.2,0.524,0.7,2,3,2,110.1,105.4,0.646,0.6,2,0.325,0.675
0,Toronto Raptors,Philadelphia 76ers,2022-04-23,10,2,109.2,107.4,0.585,0.8,2,6,2,110.1,107.2,0.622,0.6,2,0.454,0.546
2,Brooklyn Nets,Boston Celtics,2022-04-23,14,2,112.9,112.1,0.537,0.6,2,7,2,111.8,104.6,0.622,0.7,2,0.427,0.573
1,Utah Jazz,Dallas Mavericks,2022-04-23,9,1,113.4,107.6,0.598,0.4,2,5,1,108.1,104.8,0.634,0.8,2,0.492,0.508
3,Minnesota Timberwolves,Memphis Grizzlies,2022-04-23,13,1,115.5,113.3,0.561,0.4,2,2,1,115.6,109.8,0.683,0.7,2,0.36,0.64
3,New Orleans Pelicans,Phoenix Suns,2022-04-24,20,1,109.4,110.2,0.439,0.6,2,1,1,114.8,107.5,0.78,0.6,1,0.333,0.667
0,Chicago Bulls,Milwaukee Bucks,2022-04-24,12,1,111,111.7,0.561,0.4,2,8,1,115.1,111.5,0.622,0.6,1,0.545,0.455
1,Denver Nuggets,Golden State Warriors,2022-04-24,11,2,112.6,110.8,0.585,0.6,2,4,2,111.4,105.6,0.646,0.6,2,0.415,0.585
2,Atlanta Hawks,Miami Heat,2022-04-24,17,1,113.7,112.2,0.524,0.7,2,3,1,110.1,105.4,0.646,0.6,2,0.323,0.677
2,Dallas Mavericks,Utah Jazz,2022-04-25,5,1,108,104.7,0.634,0.8,2,9,1,113.2,107.5,0.598,0.4,2,0.59,0.41
1,Philadelphia 76ers,Toronto Raptors,2022-04-25,6,1,110,107.2,0.622,0.6,2,10,1,109.2,107.3,0.585,0.8,2,0.582,0.418
0,Brooklyn Nets,Boston Celtics,2022-04-25,14,1,112.8,112.1,0.537,0.6,2,7,1,111.8,104.6,0.622,0.7,2,0.423,0.577
0,Miami Heat,Atlanta Hawks,2022-04-26,3,1,110.1,105.2,0.646,0.6,1,17,1,113.4,112.1,0.524,0.7,2,0.686,0.314
2,Phoenix Suns,New Orleans Pelicans,2022-04-26,1,1,114.6,107.6,0.78,0.6,1,20,1,109.5,110.1,0.439,0.6,2,0.765,0.235
1,Memphis Grizzlies,Minnesota Timberwolves,2022-04-26,2,2,115.6,109.9,0.683,0.7,2,13,2,115.6,113.3,0.561,0.4,2,0.708,0.292
1,Golden State Warriors,Denver Nuggets,2022-04-27,4,2,111.5,105.8,0.646,0.6,2,11,2,112.7,111,0.585,0.6,2,0.653,0.347
0,Milwaukee Bucks,Chicago Bulls,2022-04-27,8,2,115.2,111.3,0.622,0.6,1,12,2,110.8,111.8,0.561,0.4,2,0.529,0.471
0,Toronto Raptors,Philadelphia 76ers,2022-04-28,11,2,109.1,107.1,0.585,0.8,2,7,2,109.8,107.2,0.622,0.6,2,0.461,0.539
1,New Orleans Pelicans,Phoenix Suns,2022-04-28,20,1,109.3,110.1,0.439,0.6,2,1,1,114.6,107.5,0.78,0.6,1,0.333,0.667
2,Utah Jazz,Dallas Mavericks,2022-04-28,9,2,112.8,107.5,0.598,0.4,2,5,2,107.9,104.4,0.634,0.8,2,0.49,0.51
0,Minnesota Timberwolves,Memphis Grizzlies,2022-04-29,13,2,115.5,113.3,0.561,0.4,2,2,2,115.6,109.9,0.683,0.7,2,0.361,0.639
0,Boston Celtics,Milwaukee Bucks,2022-05-01,6,5,111.8,104.7,0.622,0.7,2,8,3,115.2,111.2,0.622,0.6,1,0.759,0.241
1,Memphis Grizzlies,Golden State Warriors,2022-05-01,2,1,115.5,109.9,0.683,0.7,2,4,3,111.4,105.7,0.646,0.6,2,0.488,0.512
0,Miami Heat,Philadelphia 76ers,2022-05-02,4,5,110,105.1,0.646,0.6,1,6,3,110,107,0.622,0.6,1,0.67,0.33
1,Phoenix Suns,Dallas Mavericks,2022-05-02,1,3,114.6,107.5,0.78,0.6,2,5,3,107.8,104.3,0.634,0.8,2,0.608,0.392
0,Boston Celtics,Milwaukee Bucks,2022-05-03,7,1,111.6,104.6,0.622,0.7,2,8,1,115,110.9,0.622,0.6,1,0.681,0.319
1,Memphis Grizzlies,Golden State Warriors,2022-05-03,2,1,115.6,110,0.683,0.7,2,4,1,111.5,105.8,0.646,0.6,2,0.564,0.436
0,Miami Heat,Philadelphia 76ers,2022-05-04,3,1,109.9,104.9,0.646,0.6,1,6,1,109.8,107,0.622,0.6,1,0.604,0.396
1,Phoenix Suns,Dallas Mavericks,2022-05-04,1,1,114.7,107.6,0.78,0.6,2,5,1,107.9,104.5,0.634,0.8,2,0.603,0.397
1,Dallas Mavericks,Phoenix Suns,2022-05-06,5,1,107.9,104.8,0.634,0.8,2,1,1,114.8,107.6,0.78,0.6,2,0.446,0.554
0,Philadelphia 76ers,Miami Heat,2022-05-06,6,1,109.8,107.2,0.622,0.6,1,3,1,110,104.9,0.646,0.6,2,0.39,0.61
1,Golden State Warriors,Memphis Grizzlies,2022-05-07,4,3,111.3,105.8,0.646,0.6,2,2,3,115.4,109.9,0.683,0.7,2,0.503,0.497
0,Milwaukee Bucks,Boston Celtics,2022-05-07,8,3,114.7,110.9,0.622,0.6,1,7,3,111.5,104.4,0.622,0.7,2,0.462,0.538
0,Dallas Mavericks,Phoenix Suns,2022-05-08,5,1,107.8,104.7,0.634,0.8,2,1,1,114.6,107.5,0.78,0.6,2,0.445,0.555
1,Philadelphia 76ers,Miami Heat,2022-05-08,6,1,109.6,106.9,0.622,0.6,2,3,1,109.7,104.8,0.646,0.6,2,0.462,0.538
1,Golden State Warriors,Memphis Grizzlies,2022-05-09,4,1,111.7,105.9,0.646,0.6,2,2,1,115.4,110.2,0.683,0.7,2,0.501,0.499
0,Milwaukee Bucks,Boston Celtics,2022-05-09,8,1,114.5,110.8,0.622,0.6,1,7,1,111.4,104.4,0.622,0.7,2,0.456,0.544
0,Miami Heat,Philadelphia 76ers,2022-05-10,3,1,109.7,105,0.646,0.6,2,6,1,109.7,106.9,0.622,0.6,2,0.569,0.431
1,Phoenix Suns,Dallas Mavericks,2022-05-10,1,1,114.4,107.6,0.78,0.6,2,5,1,107.9,104.6,0.634,0.8,2,0.6,0.4
0,Boston Celtics,Milwaukee Bucks,2022-05-11,7,1,111.5,104.5,0.622,0.7,2,8,1,114.5,110.8,0.622,0.6,1,0.68,0.32
1,Memphis Grizzlies,Golden State Warriors,2022-05-11,2,1,115.2,110.1,0.683,0.7,1,4,1,111.6,105.8,0.646,0.6,2,0.486,0.514
1,Dallas Mavericks,Phoenix Suns,2022-05-12,5,1,107.6,104.7,0.634,0.8,2,1,1,114.4,107.3,0.78,0.6,2,0.443,0.557
0,Philadelphia 76ers,Miami Heat,2022-05-12,6,1,109.5,107,0.622,0.6,2,3,1,109.8,104.8,0.646,0.6,1,0.565,0.435
1,Golden State Warriors,Memphis Grizzlies,2022-05-13,4,1,111.4,106.1,0.646,0.6,2,2,1,115.4,109.9,0.683,0.7,1,0.601,0.399
0,Milwaukee Bucks,Boston Celtics,2022-05-13,8,1,114.4,110.8,0.622,0.6,1,7,1,111.4,104.5,0.622,0.7,2,0.455,0.545
0,Boston Celtics,Milwaukee Bucks,2022-05-15,7,1,111.4,104.4,0.622,0.7,2,8,1,114.2,110.8,0.622,0.6,1,0.679,0.321
1,Phoenix Suns,Dallas Mavericks,2022-05-15,1,2,114.1,107.3,0.78,0.6,2,5,2,107.6,104.5,0.634,0.8,2,0.601,0.399
0,Miami Heat,Boston Celtics,2022-05-17,3,4,109.7,104.6,0.646,0.6,1,7,1,111.4,104.2,0.622,0.7,2,0.647,0.353
0,Golden State Warriors,Dallas Mavericks,2022-05-18,3,4,111.4,106,0.646,0.6,2,5,2,107.8,104.3,0.634,0.8,2,0.639,0.361
0,Miami Heat,Boston Celtics,2022-05-19,3,1,109.8,104.6,0.646,0.6,1,7,1,111.3,104.3,0.622,0.7,2,0.532,0.468
0,Golden State Warriors,Dallas Mavericks,2022-05-20,4,1,111.4,105.8,0.646,0.6,2,5,1,107.6,104.4,0.634,0.8,2,0.55,0.45
0,Boston Celtics,Miami Heat,2022-05-21,7,1,111.5,104.3,0.622,0.7,2,3,1,109.7,104.9,0.646,0.6,2,0.498,0.502
0,Dallas Mavericks,Golden State Warriors,2022-05-22,5,1,107.7,104.6,0.634,0.8,2,4,1,111.5,105.9,0.646,0.6,2,0.497,0.503
